year,away_team,home_team,d_Opponent_Punt_Attempts_per_Game,d_ Points_per_Game,d_ Opponent_Completion_Percentage,d_ Average_Team_Passer_Rating,d_ Sacks_per_Game,d_ Opponent_Time_of_Possession_Percentage_(Net_of_OT),d_ Field_Goals_Made_per_Game,d_ Opponent_Yards_per_Rush_Attempt,d_ Opponent_Fumbles_Not_Lost_per_Game,d_ Fourth_Down_Conversions_per_Game,d_ 2nd_Quarter_Points/Game,d_ Opp_Yards_per_Point,d_ Opponent_Offensive_Touchdowns_per_Game,d_ Penalty_Yards_per_Game,d_ Opponent_Yards_per_Completion,d_ Opponent_Fourth_Down_Conversion_Percentage,d_ Opponent_Fumble_Recovery_Percentage,d_ Opponent_Rushing_Yards_per_Game,d_ Penalties_per_Play,d_ Opponent_Passing_Play_Percentage,d_ Opponent_Points_per_Play,d_ Opponent_Average_Time_of_Possession_(Net_of_OT),d_ Third_Down_Conversions_per_Game,d_ Completion_Percentage,d_ 4th_Quarter_Time_of_Possession_Share_%,d_ Opponent_Fumbles_per_Game,d_ Field_Goal_Attempts_per_Game,d_ Opponent_Average_Team_Passer_Rating,d_ 3rd_Quarter_Time_of_Possession_Share_%,d_ 1st_Quarter_Time_of_Possession_Share_%,d_ Opponent_1st_Half_Points/Game,d_ Opponent_Takeaway_Fumble_Recovery_Percentage,d_ Red_Zone_Scoring_Percentage_(TDs_and_FGs),d_ QB_Sacked_per_Game,d_ Offensive_Point_Share_Percentage_(Estimated),d_ Sack_Percentage,d_ Opponent_Pass_Attempts_per_Game,d_ 2nd_Half_Points/Game,d_ Completions_per_Game,d_ Opponent_2nd_Half_Points/Game,d_ Yards_per_Game,d_ Opponent_Red_Zone_Scores_per_Game_(TDs_and_FGs),d_ Opp_1st_Quarter_Points/Game,d_ Opponent_Penalties_per_Play,d_ Opponent_Completions_per_Game,d_ Opponent_Points_per_Game,d_ Opponent_Penalty_First_Downs_per_Game,d_ Fourth_Downs_per_Game,d_ Punt_Attempts_per_Game,d_ Opponent_Points_per_Field_Goal_Attempt,d_ Plays_per_Game,d_ Opponent_Third_Down_Conversions_per_Game,d_ Opponent_Penalties_per_Game,d_ Passing_Play_Percentage,d_ Opponent_Gross_Punt_Yards_per_Game,d_ 1st_Quarter_Points/Game,d_ Giveaways_per_Game,d_ Fourth_Down_Conversion_Percentage,d_ Interceptions_Thrown_Percentage,d_ Opponent_Yards_per_Game,d_ Offensive_Points_per_Game_(Estimated),d_ Opp_4th_Quarter_Points/Game,d_ Opponent_Interceptions_Thrown_Percentage,d_ Opponent_Passing_First_Downs_per_Game,d_ Opponent_Field_Goal_Attempts_per_Game,d_ Red_Zone_Scoring_Attempts_per_Game,d_ Gross_Punt_Yards_per_Game,d_ 4th_Quarter_Points/Game,d_ Yards_per_Point,d_ Rushing_Attempts_per_Game,d_ Points_per_Play_Margin,d_ Rushing_Play_Percentage_,d_ Takeaway_Fumble_Recovery_Percentage,d_ Overtime_Points/Game,d_ Opponent_Rushing_Attempts_per_Game,d_ Yards_per_Rush_Attempt,d_ Fumbles_Lost_per_Game,d_ Opponent_Red_Zone_Scoring_Percentage_(TDs_and_FGs),d_ Passing_Yards_per_Game,d_ Yards_per_Pass_Attempt,d_ Opponent_Penalty_Yards_per_Penalty,d_ Red_Zone_Scores_per_Game_(TDs_and_FGs),d_ Offensive_Touchdowns_per_Game,d_ Opp_2nd_Quarter_Points/Game,d_ Opponent_Fumbles_Lost_per_Game,d_ Fumbles_Not_Lost_per_Game,d_ Opponent_Fourth_Downs_per_Game,d_ Rushing_Yards_per_Game,d_ Opponent_Third_Downs_per_Game,d_ Opponent_Passing_Yards_Percentage,d_ Opp_3rd_Quarter_Points/Game,d_ Opponent_Rushing_Yards_Percentage,d_ QB_Sacked_Percentage,d_ 2nd_Half_Time_of_Possession_Share_%,d_ Opponent_Rushing_First_Downs_per_Game,d_ Points_per_Play,d_ Penalty_First_Downs_per_Game,d_ Opponent_Plays_per_Game,d_ 3rd_Quarter_Points/Game,d_ 1st_Half_Points/Game,d_ Opponent_Red_Zone_Scoring_Attempts_per_Game,d_ 1st_Half_Time_of_Possession_Share_%,d_ Opponent_Passing_Yards_per_Game,d_ 2nd_Quarter_Time_of_Possession_Share_%,d_ Opponent_Fourth_Down_Conversions_per_Game,d_ Average_Time_of_Possession_(Excluding_OT),d_ Opponent_Third_Down_Conversion_Percentage,d_ Rushing_Yards_Percentage,d_ Yards_per_Completion,d_ Opponent_Yards_per_Play,d_ Opponent_Average_Scoring_Margin,d_ Average_Scoring_Margin,d_ Opponent_Penalty_Yards_per_Game,d_ Incompletions_per_Game,d_ Opponent_Yards_per_Pass_Attempt,d_ Fumbles_per_Game,d_ Opponent_Giveaway_Fumble_Recovery_Percentage,d_ Opponent_Punts_per_Play,d_ Yards_per_Play,d_ Opp_Overtime_Points/Game,d_ Field_Goal_Conversion_Percentage,d_ Third_Down_Conversion_Percentage,d_ Punts_per_Play,d_ Pass_Attempts_per_Game,d_ Passing_Yards_Percentage,d_ Opponent_Offensive_Points_per_Game_(Estimated),d_ Opponent_First_Downs_per_Game,d_ Fumble_Recovery_Percentage,d_ Penalty_Yards_per_Penalty,d_ Opponent_Rushing_Play_Percentage_,d_ Opponent_Punts_per_Offensive_Score,d_ Takeaways_per_Game,d_ Interceptions_Thrown_per_Game,d_ Time_of_Possession_Percentage_(Net_of_OT),d_ Giveaway_Fumble_Recovery_Percentage,d_ Punts_per_Offensive_Score,d_ Third_Downs_per_Game,d_ Penalties_per_Game,d_ Turnover_Margin_per_Game,d_ Interceptions_per_Game,d_ Yards_per_Point_Margin,d_ Opponent_Field_Goals_Made_per_Game,d_ Opponent_Turnover_Margin_per_Game,d_ Opponent_Incompletions_per_Game,d_2OW,d_SPMargin,d_SPRank,d_RecRank,d_RecPoints,d_OffSP,d_OffRushSP,d_OffPassSP,d_OffSDSP,d_OffPDSP,d_OffSuccRate,d_OffIsoPPP,d_DefSP,d_DefRushSP,d_DefPassSP,d_DefSDSP,d_DefPDSP,d_DefSuccRate,d_DefIsoPPP,Label
2015,Baylor,SMU,-0.838709677,-1,0.659090909,-0.847780127,-0.627906977,0.278431373,-0.692307692,0.854545455,-0.739130435,-0.461538462,-1,-0.352517986,0.62962963,-1,0.048780488,0.900414938,0.46184739,0.890003039,-0.666666667,-0.525179856,0.637707948,0.253929867,-0.552238806,-0.478036176,-0.40974212,-0.870967742,-0.793103448,0.493783304,-0.469483568,0.085714286,0.948717949,0.73013245,-0.44488189,0.517241379,0.01897019,-0.47008547,-0.374269006,-1,-0.473354232,0.285714286,-1,0.730769231,0.466666667,0.5,-0.086538462,0.670761671,-1,-0.230769231,0.493333333,0.034482759,-1,-0.225806452,-0.146666667,0.208791209,-0.873203096,-1,1,-0.164926931,0.56043956,0.635658915,-1,0.106666667,-0.128205128,0.327272727,0.62962963,-1,0.393939394,-0.829457364,1,-1,-0.727199354,-0.208791209,0.281779661,-0.043478261,0.603448276,-0.420289855,0.826086957,-0.109619687,-0.968804159,-0.976190476,0.018867925,-1,-1,0.919075145,-0.363636364,0,-0.2,-0.6,-0.483146067,-0.771653543,0.348148148,0.771653543,0.670103093,-0.508108108,0.84516129,-0.813333333,-0.365853659,0.033149171,-1,-1,0.814814815,0.108196721,-0.072365954,0.455782313,0.185185185,-0.368560106,0.178947368,0.051964512,-0.357512953,0.627906977,0.979190751,-0.979190751,-0.192353644,0.092783505,0.242424242,0.612903226,-0.281779661,-0.6,-0.851851852,-0.136363636,-0.205417607,-0.47826087,0.666666667,-0.362869198,-0.051964512,0.755208333,0.38,-0.46184739,-0.185185185,0.525179856,-0.866666667,-0.4375,0.333333333,-0.278431373,-0.73013245,0.701492537,-0.303370787,-0.871794872,-1,-0.333333333,-0.886524823,0.583333333,1,-0.618421053,-0.989247312,-1,1,0.459227468,-0.439311074,-1,-0.285031847,-1,-0.764057332,-0.510773131,-0.841112214,-0.736881005,0.589861751,-0.954743255,-0.640301318,-0.897243108,-0.663082437,-0.909424725,-0.709704641,0
2015,Michigan State,Western Michigan,-0.064516129,-0.126079447,0.106060606,0.378435518,-0.302325581,0.623529412,-0.153846154,0.527272727,-0.47826087,-0.230769231,-0.094736842,0.064748201,0.148148148,-0.323369565,0.073170732,0.373443983,0.137884873,0.586144029,-0.333333333,-0.482014388,0.020332717,0.54171705,-0.28358209,0.472868217,-0.203438395,-0.806451613,-0.517241379,0.129662522,-0.300469484,-0.5,0.223443223,-0.082781457,0.192913386,0.206896552,0.035230352,-0.196581197,-0.169590643,-0.406015038,-0.015673981,0.112244898,-0.107877377,0.230769231,0.224242424,0,-0.115384615,0.125307125,0.282051282,-0.230769231,-0.066666667,0.310344828,-0.445595855,0.64516129,-0.093333333,-0.010989011,-0.0762993,-0.18627451,0.25,0.008350731,0.252747253,0.341681574,-0.066189624,0.106666667,0.102564103,0.163636364,0.037037037,-0.40625,-0.007432819,-0.627906977,0.02283105,-0.424148607,0.004035513,0.010989011,0.019067797,0.173913043,0.655172414,-0.391304348,0.130434783,-0.928411633,0.032433771,0.30952381,0.20754717,-0.333333333,-0.102564103,0.005780347,-0.545454545,0.583333333,-0.142857143,-0.452069426,0.325842697,-0.62992126,0.111111111,0.62992126,0.494845361,-0.313513514,0.548387097,-0.048,0.170731707,0.309392265,-0.274725275,-0.081967213,0.481481481,-0.698360656,-0.067866517,-0.380952381,-0.111111111,-0.682959049,0.584210526,-0.249683143,0.170984456,0.209302326,0.139884393,-0.139884393,-0.084826762,-0.432989691,-0.03030303,0.612903226,-0.019067797,-0.2,0,0.136363636,0.530474041,-0.058823529,0.166666667,-0.261603376,0.249683143,0.192708333,0.28,-0.137884873,0.148148148,0.482014388,-0.466666667,-0.4375,-0.037037037,-0.623529412,0.082781457,-0.044776119,-0.438202247,-0.282051282,-0.434782609,0,0.070921986,0.166666667,0.434782609,-0.131578947,-0.096774194,-0.408083442,0.40969163,0.527896996,-0.566822783,-0.258382643,-0.323248408,-0.426865672,-0.360529217,-0.235741445,-0.42999007,-0.358462676,0.529953917,-0.883376849,-0.412429379,-0.556390977,-0.697491039,-1,-0.380590717,0
2015,Washington,Boise State,0.35483871,0.623488774,-0.386363636,0.322057787,0.023255814,-0.11372549,-0.461538462,0.381818182,-0.391304348,0.076923077,0.505263158,-0.496402878,0.259259259,-0.081521739,0.097560976,-0.008298755,0.295850067,0.293223944,0,-0.098321343,0.223659889,-0.1547763,0.164179104,0.19379845,0.255014327,-0.677419355,-0.448275862,-0.218472469,-0.591549296,0.476190476,-0.076923077,0.182119205,0.271653543,-0.24137931,0.642276423,0.111111111,-0.198830409,0.22556391,0.134796238,0.683673469,0.626697711,-0.192307692,0.078787879,0,-0.384615385,0.179361179,0.025641026,-0.025641026,-0.333333333,0.034482759,0.284974093,-0.064516129,-0.306666667,-0.076923077,0.393291559,0.617647059,0.25,0.346555324,0.582417582,-0.111508646,0.73881932,0.693333333,0.641025641,-0.436363636,-0.555555556,0.71875,-0.243567753,0.302325581,-0.187214612,0.145510836,0.233252623,0.076923077,-0.144067797,-0.043478261,0.074712644,0.130434783,-0.304347826,0.351230425,0.361228027,0.404761905,-0.20754717,0.824561404,0.743589744,-0.329479769,-0.545454545,-0.5,-0.257142857,0.203738318,0.168539326,-0.362204724,0.303703704,0.362204724,0,-0.27027027,0.109677419,0.477333333,-0.073170732,-0.243093923,0,0.677595628,-0.444444444,0.468852459,-0.275590551,0.646258503,-0.407407407,0.08322325,-0.105263158,-0.034220532,0.388601036,0.023255814,-0.338728324,0.338728324,-0.388291517,-0.051546392,-0.242424242,-0.612903226,0.144067797,0.4,0.555555556,-0.136363636,0.018058691,0.304347826,-0.333333333,-0.008438819,0.034220532,0.182291667,-0.42,-0.295850067,-0.037037037,0.098321343,-0.133333333,0.125,0.407407407,0.11372549,-0.182119205,-0.194029851,-0.235955056,0,-0.086956522,0.583333333,-0.042553191,-0.5,0.086956522,0.171052632,0.35483871,0.259452412,-0.330396476,0.347639485,-0.386493428,0.522682446,0.412420382,0.510447761,0.755237045,0.493029151,0.366434955,0.665927568,0.133640553,-0.289817232,0.178907721,-0.105263158,0.178494624,0.140758874,-0.125738397,1
2015,Wisconsin,Alabama,-0.096774194,0.27806563,0.492424242,0.740662438,-0.162790698,0.498039216,-0.615384615,0.018181818,-0.043478261,-0.153846154,0.136842105,0.625899281,-0.259259259,-0.154891304,-0.536585366,0.199170124,0.451137885,0.064721969,-0.333333333,0.371702638,-0.353049908,0.400241838,0.791044776,0.560723514,0.008595989,-0.225806452,-0.310344828,-0.007104796,-0.704225352,0.023809524,-0.15018315,0.344370861,-0.039370079,-0.068965517,-0.073170732,-0.58974359,0.555555556,-0.203007519,0.423197492,0.010204082,0.179278231,0.115384615,-0.6,-0.5,0.644230769,-0.189189189,-0.179487179,-0.230769231,-0.28,0.24137931,0.18134715,0.741935484,-0.546666667,0.278388278,-0.129377073,0.5,-0.25,0.139874739,-0.428571429,0.219439475,0.270125224,-0.24,0.384615385,0.563636364,0.185185185,-0.0625,0.061749571,0.131782946,-0.150684932,-0.343653251,0.289749798,-0.278388278,-0.216101695,0.086956522,0.040229885,-0.68115942,-0.130434783,-0.382550336,0.636048527,0.619047619,0.018867925,-0.052631579,0.282051282,0.202312139,-0.181818182,-0.25,0.142857143,-0.708411215,0.595505618,0.295275591,0.348148148,-0.295275591,0.092783505,-0.459459459,0.161290323,0.154666667,0.024390244,0.419889503,-0.516483516,0.426229508,0.148148148,-0.318032787,0.421822272,-0.340136054,-0.111111111,-0.578599736,0.557894737,-0.670468948,0.398963731,0.023255814,-0.280924855,0.280924855,-0.481481481,0.030927835,-0.212121212,-0.225806452,0.216101695,-0.2,0,-0.136363636,-0.453724605,0.769820972,-0.166666667,0.223628692,0.670468948,-0.15625,0.12,-0.451137885,-0.481481481,-0.371702638,-0.266666667,0.25,-0.407407407,-0.498039216,-0.344370861,-0.104477612,0.191011236,0.102564103,0.391304348,0.416666667,0.482269504,0.416666667,-0.391304348,0.460526316,0.193548387,0.264667536,-0.154185022,-0.270386266,0.613053331,0.266272189,0.011146497,0.579104478,0.206174201,0.586818758,0.344587885,0.226903178,-0.087557604,0.225413403,0.018832392,0.556390977,-0.399283154,0.106487148,0.238818565,1
2015,Louisville,Auburn,-0.419354839,0.481865285,0.401515152,0.451726568,-0.720930233,0.490196078,0,0.6,0.47826087,-0.230769231,0.094736842,0.050359712,0.703703704,0.413043478,0.219512195,1,0.33601071,0.538134306,0,-0.146282974,0.234750462,0.415961306,0.552238806,0.390180879,0.048710602,0.290322581,0.034482759,0.460035524,-0.563380282,-0.185714286,0.472527473,0.165562914,0.5,-0.931034483,0.051490515,-0.794871795,0.087719298,0.278195489,-0.184952978,0.142857143,0.620100893,0.346153846,0.333333333,0,0.240384615,0.297297297,1,-0.384615385,-0.76,-0.517241379,0.020725389,0,-0.2,-0.556776557,-0.470696646,0.529411765,-0.375,0.27348643,0.076923077,0.626118068,0.506261181,0.253333333,-0.256410256,0.4,-0.851851852,0.125,-0.600914808,0.178294574,-0.059360731,0.572755418,0.192897498,0.556776557,-0.31779661,-0.043478261,0.33908046,0.594202899,-0.304347826,0.060402685,-0.11116613,0.30952381,-0.245283019,0.333333333,0.435897436,0.294797688,0,-0.166666667,0.371428571,0.704138852,-0.258426966,-0.295275591,-0.007407407,0.295275591,-0.422680412,-0.351351351,0.6,0.421333333,-0.12195122,0.198895028,0.153846154,0.420765027,0.333333333,-0.436065574,0.349081365,-0.278911565,0.555555556,-0.546895641,0.221052632,0.52851711,0.222797927,0.581395349,-0.188439306,0.188439306,-0.318996416,-0.556701031,0.212121212,-0.290322581,0.31779661,-0.4,0.666666667,-0.045454545,0.074492099,0.918158568,-0.666666667,-0.426160338,-0.52851711,0.515625,0.61,-0.33601071,1,0.146282974,-0.466666667,-0.125,-0.259259259,-0.490196078,-0.165562914,-0.313432836,-0.415730337,0,0.173913043,-0.25,0.134751773,-1,-0.173913043,-0.026315789,-0.053763441,0.259452412,-0.189427313,-0.141630901,0.345097447,0.534516765,0.164012739,0.611940299,0.166482911,1,0.366434955,0.361419069,0.285714286,-0.477806789,-0.346516008,-0.581453634,-0.037992832,-0.466340269,-0.262447257,1
2015,Arkansas State,USC,0.129032258,0.188255613,0.075757576,0.415081043,0.069767442,0.043137255,-0.153846154,-0.272727273,-0.217391304,-0.153846154,-0.031578947,0.381294964,-0.333333333,0.111413043,-0.170731707,0.616182573,0.036144578,-0.304770586,0.333333333,0.539568345,-0.3974122,-0.025392987,0.552238806,0.364341085,0.277936963,-0.483870968,-0.517241379,-0.04973357,-0.098591549,-0.033333333,-0.443223443,-0.187086093,0.377952756,-0.137931034,0.116531165,-0.230769231,0.578947368,-0.345864662,0.109717868,0.06122449,0.11757858,0.115384615,-0.551515152,0,0.586538462,-0.366093366,0.743589744,-0.538461538,-0.173333333,0.172413793,-0.103626943,-0.129032258,-0.333333333,-0.043956044,0.049760413,0.68627451,-0.5,0.492693111,0.032967033,-0.151460942,0.180679785,0.04,-0.128205128,0.636363636,0.111111111,-0.03125,-0.185820469,-0.860465116,-0.095890411,-0.157894737,0.309120258,0.043956044,-0.18220339,-0.304347826,-0.356321839,-0.304347826,-0.565217391,-0.176733781,0.153255756,0.214285714,-0.018867925,0.087719298,0.128205128,-0.306358382,-0.363636364,0.083333333,0.028571429,-0.272630174,0.191011236,0.535433071,0.111111111,-0.535433071,0.113402062,0.027027027,-0.303225806,0.154666667,-0.024390244,0.093922652,-0.021978022,0.43715847,0.185185185,-0.140983607,0.410573678,0.102040816,0.185185185,-0.06340819,-0.163157895,-0.196451204,0.191709845,-0.209302326,-0.306358382,0.306358382,-0.35483871,-0.288659794,-0.212121212,-0.290322581,0.18220339,0,0.111111111,-0.136363636,0.805869074,0.595907928,0,-0.122362869,0.196451204,-0.302083333,-0.02,-0.036144578,0.037037037,-0.539568345,0,-0.1875,-0.259259259,-0.043137255,0.187086093,-0.074626866,-0.101123596,0.179487179,0.173913043,0,0.333333333,0.083333333,-0.173913043,0.605263158,0.086021505,0.316818774,-0.374449339,-0.682403433,0.964647228,0.250493097,-0.044585987,0.229850746,0.001102536,0.634980989,0.197616683,0.138211382,-0.165898618,0.065274151,0.156308851,0.220551378,0.301792115,0.020807834,0.397468354,1
2015,ULM,Georgia,-0.064516129,0.913644214,-0.212121212,0.472868217,-0.395348837,0.309803922,-0.538461538,0.090909091,-0.304347826,0.153846154,0.589473684,0.28057554,-0.037037037,0.157608696,-0.097560976,0.468879668,-0.46184739,0.080522637,0.333333333,0.064748201,-0.25323475,0.221281741,0.194029851,0.297157623,0.277936963,0.032258065,-0.586206897,-0.23268206,-0.643192488,-0.176190476,-0.172161172,-0.261589404,0.149606299,-1,-0.170731707,-0.538461538,0.105263158,0.721804511,-0.717868339,-0.112244898,0.553744664,-0.153846154,-0.2,0,0.019230769,-0.243243243,0.333333333,-0.333333333,-0.973333333,-0.103448276,-0.409326425,0.290322581,-0.386666667,-1,-0.065978621,0.715686275,-0.3125,0.918580376,0.296703297,-0.127608825,0.842576029,0.026666667,0.384615385,0.036363636,-0.555555556,0.78125,-0.902229846,0.906976744,-0.662100457,0.86377709,0.757869249,1,0.519067797,-0.043478261,0.017241379,1,-0.391304348,-0.261744966,-0.470165883,0.333333333,-0.20754717,0.789473684,0.871794872,-0.225433526,0.454545455,0.166666667,-0.371428571,1,0.033707865,-0.047244094,-0.140740741,0.047244094,-0.154639175,-0.286486486,0.264516129,1,-0.024390244,-0.060773481,0.274725275,0.775956284,-0.185185185,-0.213114754,-0.034870641,0.163265306,-0.259259259,-0.332892999,0.357894737,1,0.305699482,-0.11627907,-0.734104046,0.734104046,-0.483870968,-1,-0.303030303,-0.096774194,-0.519067797,0.2,0.814814815,0.090909091,0.036117381,0.836317136,-0.666666667,-0.966244726,-1,-0.078125,0,0.46184739,0.074074074,-0.064748201,-0.133333333,0.625,-0.185185185,-0.309803922,0.261589404,-0.432835821,-1,0.256410256,0.652173913,0.333333333,0.716312057,-0.416666667,-0.652173913,0.302631579,0.677419355,0.70273794,-0.797356828,-0.802575107,0.882701314,0.885601578,1,0.511940299,0.971334068,0.89860583,0.61469712,1,-0.165898618,-0.382071366,0.418079096,0.085213033,-0.0609319,-0.206854345,0.201687764,1
2015,Texas State,Florida State,-0.064516129,0.305699482,-0.424242424,0.128964059,-0.395348837,0.121568627,0.461538462,-0.090909091,-0.217391304,-0.846153846,0.221052632,-0.050359712,-0.037037037,-0.176630435,0.414634146,-0.375518672,-0.041499331,-0.085384382,0.333333333,-0.069544365,-0.060998152,0.066505441,0.104477612,-0.090439276,0.575931232,0.032258065,0.103448276,-0.039076377,-0.084507042,-0.219047619,0.186813187,0.266556291,0.330708661,-0.310344828,-0.089430894,-0.316239316,-0.222222222,0.157894737,0.097178683,-0.306122449,0.145129996,-0.269230769,0.163636364,0,-0.413461538,-0.199017199,0.282051282,-0.743589744,-0.813333333,0.034482759,-0.341968912,-0.161290323,-0.146666667,0.285714286,-0.003317361,0.18627451,0.9375,-1,0.67032967,-0.360166965,0.327370304,-0.32,0.153846154,-0.218181818,-0.037037037,0.09375,-0.774156661,-0.240310078,-0.205479452,-0.708978328,0.273607748,-0.285714286,0.470338983,-0.608695652,-0.097701149,-0.362318841,0.304347826,-0.243847875,0.403317653,0.333333333,0.283018868,0.192982456,0.205128205,0.005780347,0.363636364,0.333333333,-0.542857143,-0.504405874,-0.258426966,0.051181102,-0.037037037,-0.051181102,-0.072164948,0.172972973,0.135483871,0.341333333,0.414634146,-0.475138122,0.274725275,0.295081967,-0.296296296,-0.455737705,-0.121859768,-0.272108844,-0.925925926,-0.163804491,0.073684211,-0.475285171,0.450777202,-0.069767442,-0.301734104,0.301734104,-0.091995221,0.216494845,-0.03030303,0.548387097,-0.470338983,0.2,0.296296296,-0.818181818,0.79006772,0.529411765,-0.666666667,0.071729958,0.475285171,-0.046875,-0.24,0.041499331,-0.518518519,0.069544365,-0.2,0.375,0.62962963,-0.121568627,-0.266556291,-0.28358209,-0.707865169,0.153846154,-0.391304348,0,0.205673759,0,0.391304348,0.157894737,0.344086022,0.520208605,-0.656387665,-0.716738197,0.861429219,0.376725838,0.468152866,0.650746269,0.984564498,0.418250951,0.662363456,0.642276423,-0.35483871,-0.067014795,0.254237288,0.218045113,0.129749104,-0.035495716,0.313080169,1
2015,Texas,Notre Dame,-0.548387097,0.613126079,0.143939394,0.415081043,-0.441860465,0.231372549,-0.153846154,0.272727273,-0.47826087,0.153846154,0.273684211,-0.09352518,0.481481481,-0.404891304,0.634146341,0.078838174,-0.239625167,0.234275296,-0.333333333,-0.040767386,0.271719039,0.177750907,0.552238806,0.043927649,0.461318052,-0.483870968,-0.103448276,0.426287744,-0.460093897,-0.176190476,0.421245421,-0.175496689,0.366141732,-0.172413793,0.25203252,-0.435897436,-0.040935673,0.488721805,0.072100313,0.102040816,0.587116802,0.269230769,0.381818182,0,0.019230769,0.243243243,0.128205128,0.025641026,-0.946666667,-0.310344828,0.269430052,0.064516129,0.013333333,-0.065934066,-0.481754515,0.460784314,0.0625,0.292275574,0.296703297,0.355992844,0.670840787,-0.08,0.230769231,0.309090909,-0.111111111,0.5625,-0.8324757,0.085271318,-0.296803653,0.108359133,0.225181598,0.065934066,0.279661017,-0.043478261,0.045977011,0.072463768,-0.304347826,0.427293065,0.394899728,0.428571429,-0.283018868,0.614035088,0.641025641,0.167630058,-0.090909091,0.333333333,-0.085714286,0.112950601,-0.235955056,0.07480315,0.288888889,-0.07480315,0.051546392,-0.091891892,0.251612903,0.498666667,0.268292683,-0.165745856,0.527472527,0.475409836,0.074074074,-0.318032787,0.384326959,-0.06122449,-0.259259259,-0.285336856,0.268421053,-0.077313054,0.481865285,0.488372093,-0.306358382,0.306358382,-0.168458781,0.06185567,0.393939394,0.096774194,-0.279661017,-0.2,0.481481481,-0.045454545,-0.0248307,0.78516624,-0.833333333,-0.004219409,0.077313054,0.447916667,0.11,0.239625167,-0.074074074,0.040767386,-0.666666667,0.125,0.185185185,-0.231372549,0.175496689,-0.432835821,-0.325842697,-0.307692308,0.043478261,0.083333333,0.241134752,-0.25,-0.043478261,-0.026315789,0.193548387,0.074315515,-0.066079295,0.098712446,-0.148088835,0.530571992,0.197452229,0.501492537,0.534729879,0.688212928,0.271102284,0.624538064,0.506912442,-0.550913838,-1,-0.839598997,-0.637275986,-0.742962056,-0.765400844,1
2015,Virginia,UCLA,0.161290323,0.544041451,0.590909091,0.495419309,-0.162790698,0.623529412,-0.538461538,0.272727273,-0.652173913,0.076923077,0.210526316,0.064748201,0.296296296,0.394021739,-0.512195122,0.933609959,0.087014726,0.323609845,0.333333333,0.083932854,-0.042513863,0.53929867,0.044776119,0.581395349,-0.283667622,-0.935483871,-0.655172414,0.074600355,-0.507042254,-0.161904762,0.010989011,0.004966887,0.543307087,0.413793103,0.024390244,-0.384615385,0.374269006,0.390977444,0.034482759,0.397959184,0.516103997,0.076923077,-0.466666667,-0.5,0.605769231,0.125307125,0.384615385,-0.179487179,-0.146666667,0.310344828,0.238341969,0.322580645,-0.6,-0.307692308,0.276815334,0.392156863,-0.5,0.48434238,-0.296703297,0.331544425,0.563506261,0.333333333,-0.179487179,0.381818182,-0.259259259,-0.03125,-0.132647227,0.131782946,-0.251141553,0.399380805,0.309120258,0.307692308,-0.156779661,0.260869565,0.275862069,0.304347826,0.043478261,0.078299776,0.050755137,0.285714286,0.245283019,0.157894737,0.564102564,0.329479769,-0.545454545,0.25,0.428571429,0.386381842,0.505617978,-0.141732283,0.288888889,0.141732283,0.618556701,-0.475675676,0.380645161,0.413333333,-0.12195122,0.480662983,0.351648352,0.393442623,0,-0.501639344,0.243344582,-0.462585034,0.481481481,-0.680317041,0.126315789,0.269961977,0.170984456,0.069767442,-0.310982659,0.310982659,-0.457586619,-0.608247423,-0.212121212,0.225806452,0.156779661,0,0.407407407,0.090909091,0.112866817,0.227621483,-0.166666667,-0.299578059,-0.269961977,0.302083333,0.32,-0.087014726,0.111111111,-0.083932854,-0.333333333,-0.4375,-0.703703704,-0.623529412,-0.004966887,-0.134328358,-0.393258427,0.435897436,0.043478261,-0.166666667,0.290780142,0.083333333,-0.043478261,0.092105263,0.258064516,0.225554107,-0.251101322,-0.253218884,0.422752682,0.526627219,0.633757962,0.240298507,0.689084895,0.384030418,0.408142999,0.518107908,0.262672811,-0.665796345,0.079096045,-0.343358396,-0.052329749,-0.534883721,0.014345992,1
